,Tweet ID,Tweet Time,Favorite Count,Tweet Text,Name,Tweets Ago,compound,positive,neutral,negative
426,1264164220003930112,2020-05-23 12:00:11,398,"“After 2-plus months of online school, the last thing I want for my kids this summer is to be on a computer, no matter how engaging the content. I’d rather have them play outside.”
https://t.co/41nMrvka65",The New York Times,26,0.6157,0.16,0.812,0.028
427,1264149097851863040,2020-05-23 11:00:06,419,"These family-friendly bars are perfect for a backyard picnic
https://t.co/1Ki9I61Xql",The New York Times,27,0.5719,0.291,0.709,0.0
428,1264134004107870208,2020-05-23 10:00:07,121,"Spend time with these great weekend reads
https://t.co/NENtwX2heb",The New York Times,28,0.6249,0.369,0.631,0.0
429,1264120756415401988,2020-05-23 09:07:29,379,"Every houseplant needs an appropriate home. Here's how to pick the right planter to help your plants thrive.
https://t.co/jQ1BU201sU",The New York Times,29,0.4019,0.13,0.87,0.0
430,1264105354830524416,2020-05-23 08:06:17,225,"""New technology in streaming cameras can flag unusual behavior or suggest why the dog might be barking
https://t.co/eTpgeadiWc""",The New York Times,30,0.0,0.0,1.0,0.0
431,1264090084321746944,2020-05-23 07:05:36,705,"Dining rooms are reopening in many U.S. states, but that doesn’t mean you should go. Before you decide, public health experts advise taking these steps. https://t.co/XhZvox9z69",The New York Times,31,0.0,0.0,1.0,0.0
432,1264084514147577859,2020-05-23 06:43:28,942,"“Most rom-coms stop when the couple gets together,” said Kumail Nanjiani. “That’s generally how the movie ends. But for us in ‘Lovebirds,’ it was, what happens after that? That’s where the real challenges are.” https://t.co/cRZ0SzcaIg",The New York Times,32,-0.0387,0.04,0.915,0.044
433,1264073590271590410,2020-05-23 06:00:03,242,"“We stay physically apart but find unity in the rituals of fasting and feasting,” @Lattif writes of Ramadan during the coronavirus pandemic. “Things might be falling apart, but I have come to find comfort and continuity in the small things.” https://t.co/V5RNSQYFcM",The New York Times,33,0.3291,0.074,0.883,0.043
434,1264053457675223040,2020-05-23 04:40:03,384,"The company formerly known as Weight Watchers has recently fired a number of workers during simultaneous Zoom calls. “I was like, what just happened?” said one employee who was fired after nearly 11 years at the company. https://t.co/kDteScsT7A",The New York Times,34,-0.6597,0.084,0.756,0.16
435,1264045883219476485,2020-05-23 04:09:58,454,"China on Saturday reported no new coronavirus deaths or symptomatic cases, the first time that both tallies were zero on a given day since the country’s outbreak began.

Read the latest on the pandemic from around the world. https://t.co/JiNjpn0qzY",The New York Times,35,-0.296,0.0,0.945,0.055
436,1264043837326049286,2020-05-23 04:01:50,484,Here's how to store fresh greens in a smaller space and prolong their life https://t.co/S7hiHRQSy8,The New York Times,36,0.3182,0.141,0.859,0.0
437,1264028305516355584,2020-05-23 03:00:07,289,"Museums in the U.S. are carefully reopening, with new policies and protocols in place to protect visitors even in states where infections are on the rise. https://t.co/L2xF1pWNm0",The New York Times,37,0.4767,0.141,0.859,0.0
438,1264023257927364620,2020-05-23 02:40:03,993,"U.S. officials warned of punishments — possibly including revoking Hong Kong's special economic and trading status — in response to a broad new security measure proposed by China, saying it would amount to a “death knell” for the city's political freedoms https://t.co/iv2LJblNQ9",The New York Times,38,0.34,0.148,0.752,0.1
439,1264018220094238735,2020-05-23 02:20:02,2562,"The check that Kayleigh McEnany, the White House press secretary, held up to show that President Trump had donated a quarter of his salary to a government agency appeared to be real — complete with bank account and routing numbers https://t.co/lFLd03Fw7o",The New York Times,39,0.0,0.0,1.0,0.0
440,1264016000233746432,2020-05-23 02:11:13,453,"Hertz, one of the world’s largest car rental companies, filed for bankruptcy. It was struggling with debt before the pandemic devastated its business. https://t.co/XdueGJNU5b",The New York Times,40,-0.8519,0.0,0.693,0.307
441,1264013209788452865,2020-05-23 02:00:08,813,"“We’re happy that the case is dismissed,” said Kenneth Walker’s lawyer, Rob Eggert. “He always said that he didn’t know these were police officers, and they found no drugs in the apartment. None. He was scared for his life and her life.” https://t.co/BPzOjYDDVt",The New York Times,41,0.0788,0.12,0.766,0.114
442,1264008153026494464,2020-05-23 01:40:02,1651,"“To me, it’s the sound of the city aching."" 29 of New York City's 30 quietest days during the last 3 years have been during the pandemic, recordings suggest. The exception was Christmas Day in 2018. https://t.co/3wOkg3LNr9",The New York Times,42,-0.4939,0.0,0.918,0.082
443,1264005652143316992,2020-05-23 01:30:06,481,"The video captured by William Bryan brought the world’s attention to the killing of Ahmaud Arbery. Authorities now say Bryan participated in the deadly confrontation. “If we believed he was a witness, we wouldn’t have arrested him,"" an official said. https://t.co/0pztdRmaLS",The New York Times,43,-0.8689,0.0,0.795,0.205
444,1264002984712777731,2020-05-23 01:19:30,0,"RT @charlie_savage: A deeper look at how the independent inspectors general system, a key post-Watergate reform to keep government honest,…",The New York Times,44,0.0,0.0,1.0,0.0
445,1264000614025039875,2020-05-23 01:10:05,0,RT @jessemckinley: NY health officials are scrambling to understand a mysterious syndrome threatening the lives of dozens of children. With…,The New York Times,45,-0.5267,0.0,0.848,0.152
446,1263998115687915520,2020-05-23 01:00:09,138,"“The hallmarks of the coronavirus ad are so consistent they could be generated by bots,"" our critic @amandahess writes. https://t.co/EKHbdDfrno",The New York Times,46,-0.2732,0.0,0.9,0.1
447,1263994317716230144,2020-05-23 00:45:03,480,"Patrick Ewing, the former Knicks superstar and the current coach of the Georgetown University men’s basketball team, announced on Friday evening that he had Covid-19 https://t.co/hz5uTtnfkW",The New York Times,47,0.0,0.0,1.0,0.0
448,1263993579149508609,2020-05-23 00:42:07,0,RT @ewong: NEW: US officials warn China on proposed security law on Hong Kong. @SecPompeo says it would be a “death knell” — and he signals…,The New York Times,48,0.25,0.086,0.863,0.05
449,1263993055780233217,2020-05-23 00:40:03,694,At least 161 children in New York have gotten sick — and 3 have died — from a mysterious syndrome linked to the coronavirus. A team of more than 30 disease detectives is now racing to learn more. https://t.co/aYHAwVsZNO,The New York Times,49,-0.7845,0.0,0.843,0.157
450,1263988095885639681,2020-05-23 00:20:20,0,"RT @cliffordlevy: Feels like the right time to remind everyone to follow the @nytimes White House team, the best in the business: @peterbak…",The New York Times,50,0.7717,0.242,0.758,0.0
451,1263983010698997766,2020-05-23 00:00:08,920,"If you’re worried about wiping down grocery bags or disinfecting mailed packages because of the coronavirus, this CDC guidance might bring some relief. It confirms what the agency has been saying for months. https://t.co/osnlkohmJi",The New York Times,51,0.2263,0.083,0.858,0.059
452,1263977704895983623,2020-05-22 23:39:03,227,"Amazon is turning to faster shipping times and launching big sales to try to win back customers lost during the pandemic
https://t.co/wEZTOQ0RsV",The New York Times,52,0.4939,0.205,0.709,0.086
453,1263972935225802752,2020-05-22 23:20:05,153,"Hong Kong is now squarely in the middle of the growing conflict between China and the U.S., which is increasingly challenging Beijing on a number of fronts
https://t.co/ZKshXpEopl",The New York Times,53,0.0772,0.149,0.777,0.074
454,1263967898860650496,2020-05-22 23:00:05,331,"The widespread interruption of routine immunization programs around the world during the pandemic is putting 80 million babies at risk of contracting deadly, vaccine-preventable diseases, a new report shows
https://t.co/eDi1G7cDT1",The New York Times,54,-0.5574,0.0,0.859,0.141
455,1263962863355527177,2020-05-22 22:40:04,106,"The coronavirus pandemic poses new safety challenges around water, Lisa L. Lewis writes for @NYTParenting. Experts worry that parents are stretched too thin to provide the required supervision, leading to an increase in child drownings this summer. https://t.co/zGcHCRDaiE",The New York Times,55,0.3612,0.148,0.785,0.067
456,1263957829628690435,2020-05-22 22:20:04,516,"For college students, internships can be a steppingstone to full-time work, a vital source of income and even a graduation requirement. Hundreds of companies have now canceled their programs and rescinded offers.
https://t.co/PY1RybZ1Lz",The New York Times,56,0.296,0.064,0.936,0.0
457,1263955317643194368,2020-05-22 22:10:05,620,"An overflowing morgue and a reeling ER: Our video goes inside the only hospital in one of New York City’s hardest-hit zip codes.
https://t.co/hA517wRs0K",The New York Times,57,0.0,0.0,1.0,0.0
458,1263952813358559232,2020-05-22 22:00:08,425,"These bars are half peanut butter and jelly sandwich, half summer fruit pie
https://t.co/BHvWkm38rD",The New York Times,58,0.0,0.0,1.0,0.0
459,1263947775680614400,2020-05-22 21:40:07,1961,"President Trump has begun questioning the official coronavirus death toll, suggesting the numbers, which have hurt his approval ratings and re-election prospects, are inflated. Experts say the death toll is probably far higher than what is publicly known.
https://t.co/iLJQmM6Wkq",The New York Times,59,-0.8074,0.104,0.648,0.248
460,1263943640461848578,2020-05-22 21:23:41,349,The coronavirus pandemic has taken an incalculable death toll. We're putting names and faces to the numbers. Here are some of their stories. https://t.co/N3ZgeiHFFW,The New York Times,60,-0.5994,0.0,0.855,0.145
461,1263943233790521346,2020-05-22 21:22:04,972,"Lloyd Porter, an actor known for bringing out the best in his neighbors, opened a Brooklyn bakery and cafe with his wife that became a local gathering spot. He died recently from Covid-19 at age 49.
https://t.co/9Dg5gZTQr8",The New York Times,61,0.1531,0.098,0.818,0.084
462,1263942737335922688,2020-05-22 21:20:06,134,"A Dutch court has ruled that a woman violated the GDPR in Europe by refusing to take down photos of her grandchildren on social media
https://t.co/H1vYgOeJOC",The New York Times,62,-0.7269,0.0,0.797,0.203
463,1263937713243291656,2020-05-22 21:00:08,133,"With New York City beaches closed, nearby towns are limiting beach access to keep sun-starved New Yorkers from flooding their shorelines https://t.co/4fbNyIhMx2",The New York Times,63,0.0,0.0,1.0,0.0
464,1263935177849540608,2020-05-22 20:50:03,0,RT @SamSifton: I'd like to share some documents with you. https://t.co/alkpVIaXMQ,The New York Times,64,0.5719,0.343,0.657,0.0
465,1263932666572935168,2020-05-22 20:40:05,214,"""My fear is that this good news could lead to complacency, which could lead to a second wave,"" London mayor Sadiq Khan said.
https://t.co/DKmmuHSVST",The New York Times,65,0.0451,0.118,0.77,0.112
466,1263927630241443846,2020-05-22 20:20:04,88,Did you follow the headlines this week? Take our quiz to find out. https://t.co/uK124NigSy,The New York Times,66,0.0,0.0,1.0,0.0
467,1263922788458467328,2020-05-22 20:00:49,377,"Joe Biden apologized for saying that black voters torn between him and President Trump ""ain’t black.""

""I shouldn't have been so cavalier,"" he said on a call with black business leaders. https://t.co/UZGgstfaDs",The New York Times,67,0.0772,0.067,0.875,0.058
468,1263920082960429056,2020-05-22 19:50:04,192,"For decades, the backbone of the U.S.'s disaster response system has been its army of volunteers who race toward danger to help victims. The pandemic has exposed a critical weakness: Most volunteers are older people at a higher risk from the virus.
https://t.co/sLgwEK1efH",The New York Times,68,-0.9274,0.048,0.625,0.327
469,1263912270972805134,2020-05-22 19:19:02,138,"Planning your menu this Memorial Day weekend? @NYTfood has you covered with recipes for delicious dips, crisp salads and grilling options galore. https://t.co/2FYv8YsnwE",The New York Times,69,0.5719,0.144,0.856,0.0
470,1263909337581436928,2020-05-22 19:07:23,1760,"Breaking News: President Trump called houses of worship “essential” and ordered them reopened, without any clear authority to do so.
https://t.co/EnYKyQE0PU https://t.co/IIA97gOCYu",The New York Times,70,-0.0531,0.089,0.772,0.138
471,1263907520768282627,2020-05-22 19:00:09,123,"Hungary has moved nearly 300 asylum seekers out of fenced detention sites where they had been put in metal containers after the EU's highest court ruled the country was holding migrant people unlawfully
https://t.co/kDzbF9nNId",The New York Times,71,-0.3612,0.0,0.93,0.07
472,1263902800351825922,2020-05-22 18:41:24,0,RT @jeannasmialek: The Fed had decided to stop worrying about inflation and learn to love low unemployment -- and then came the pandemic.…,The New York Times,72,-0.5267,0.132,0.566,0.302
473,1263902482205413376,2020-05-22 18:40:08,127,"Nursing homes with a significant number of black and Latino residents have been twice as likely to be hit by the coronavirus as predominantly white facilities.

This article is published in partnership with @baltimoresun, @LAist and @thesouthern.
https://t.co/eLZgn0U5er",The New York Times,73,0.2732,0.079,0.921,0.0
474,1263897436076085254,2020-05-22 18:20:05,234,"A 20-year-old man who is a temporary patient of a nursing home in Detroit has been arrested in connection with a viral video that showed an elderly man being punched dozens of times
https://t.co/UGSqcQin18",The New York Times,74,-0.4767,0.0,0.914,0.086
475,1263892400579260418,2020-05-22 18:00:04,1111,"Secretary of State Mike Pompeo condemned China on Friday after Beijing unveiled the details of a broad new security measure that would allow Chinese officials to crack down on political freedom and dissent in Hong Kong
https://t.co/64LAmBG3Jf",The New York Times,75,0.6808,0.191,0.743,0.065
476,1263887381201129476,2020-05-22 17:40:08,276,"Britain has announced that it will quarantine everyone flying into the country, including its citizens, beginning June 8
https://t.co/5P5dIjiMNg",The New York Times,76,0.0,0.0,1.0,0.0
477,1263882333456863234,2020-05-22 17:20:04,615,"In an extraordinary move, a federal appeals court panel has ordered a trial judge to explain why he is hesitating to grant the Justice Department’s request that he dismiss the criminal case against Michael Flynn
https://t.co/MMoRdAAqTl",The New York Times,77,0.0258,0.135,0.732,0.133
478,1263880125101342721,2020-05-22 17:11:18,67,"In Opinion

@nytdavidbrooks is chatting about his latest column https://t.co/kMrqG8PyiE https://t.co/9L8ptPCQjx",The New York Times,78,0.0,0.0,1.0,0.0
479,1263878424973791234,2020-05-22 17:04:32,228,See our full list of books to read this summer here https://t.co/dThY8nliPz,The New York Times,79,0.0,0.0,1.0,0.0
480,1263877340138024966,2020-05-22 17:00:14,235,"Here are 7 thrillers to read this summer. “If there were ever a time to distract yourself with the dismaying and often preposterous predicaments of characters unlucky enough to be the protagonists of thrillers, that time is now,” writes @sarahlyall. https://t.co/dBCuU9VA2h",The New York Times,80,-0.6369,0.049,0.83,0.121
481,1263874789191671814,2020-05-22 16:50:06,88,"The car rental giant Hertz could soon file for bankruptcy if it can't reach a deal with its creditors
https://t.co/HFef6sS8f7",The New York Times,81,-0.0191,0.0,0.946,0.054
482,1263874114055536642,2020-05-22 16:47:25,271,"Lori Loughlin has agreed to plead guilty in the college admissions case, a dramatic turnaround after more than a year of maintaining her innocence. Under the agreement, she would serve 2 months in prison, and her husband Mossimo Giannulli would serve 5.
https://t.co/0wkHMwlZ3y",The New York Times,82,0.2023,0.152,0.731,0.117
483,1263873541868576768,2020-05-22 16:45:08,2495,"Jyoti Kumari, the 15-year-old daughter of a migrant laborer, biked 700 miles across India to bring her father home after he was injured in an accident. Now the Cycling Federation of India has taken notice and invited her to try out for the national team.
https://t.co/gUTPe4czQJ",The New York Times,83,-0.7003,0.0,0.884,0.116
484,1263872266628202497,2020-05-22 16:40:04,939,"China's leader, Xi Jinping, is trying to press an offensive over Hong Kong at a time of global crisis when China is struggling to pull out of its sharpest economic slump since Mao's time
https://t.co/U1Le1YmUss",The New York Times,84,-0.872,0.0,0.764,0.236
485,1263871010895511554,2020-05-22 16:35:05,308,"Jerry Sloan, the former Utah Jazz coach, has died at age 78. He was one of the winningest coaches in NBA history.
https://t.co/WDYqS0tJvO",The New York Times,85,-0.5574,0.0,0.859,0.141
486,1263869757436149760,2020-05-22 16:30:06,113,"SomeBODY tucked a verse about climate change into their song “All Star” in 1999. (That somebody was Smash Mouth, and they're not the only ones who have used music to warn us about climate change.) https://t.co/dLVN4gfLEL",The New York Times,86,-0.1027,0.0,0.962,0.038
487,1263864701928292353,2020-05-22 16:10:01,0,"RT @danielle_ivory: Here are two powerful graphics that help tell the story of the racial divide in US nursing homes. 

We found neighborho…",The New York Times,87,0.6705,0.208,0.792,0.0
488,1263862236482854918,2020-05-22 16:00:13,174,"""It’s like chasing a high.""

Trichotillomania is a type of impulse control disorder which causes people to pull their hair. ""Trichotillomania has never been taken seriously enough,"" said one of a handful of specialist psychologists in the field. https://t.co/hXA2wCP3Pi",The New York Times,88,0.0818,0.094,0.843,0.063
489,1263859931175845888,2020-05-22 15:51:03,1161,"Coronavirus patients who received the anti-malaria drugs promoted by President Trump were more likely to have abnormal heart rhythms and were more likely to die, according to a new study published in The Lancet
https://t.co/iOx4LjSvPE https://t.co/P3qxV0YRbZ",The New York Times,89,-0.3321,0.068,0.83,0.102
490,1263857164013244416,2020-05-22 15:40:03,152,"As Memorial Day weekend begins, cooped-up Americans are eager for social interaction and fun. Yet public health officials warn that those impulses could result in an uptick in coronavirus cases. https://t.co/zviyA8ttsM",The New York Times,90,0.6597,0.165,0.795,0.04
491,1263852134564495362,2020-05-22 15:20:04,1108,"In Opinion

""The Chinese Communist Party is ambitious, and it is impatient. It doesn’t just want to control Hong Kong; it wants to remodel the minds and souls of the Hong Kong people,"" writes  Lewis Lau Yiu-man, a political commentator based in Hong Kong. https://t.co/JV3bWgsAN6",The New York Times,91,0.5994,0.141,0.815,0.044
492,1263848939465445379,2020-05-22 15:07:23,3040,"Joe Biden said on Friday that black voters torn between voting for him or President Trump “ain’t black.” His comments came at the end of a testy exchange with Charlamagne Tha God on “The Breakfast Club.”
https://t.co/uG4l7F4piD",The New York Times,92,0.0258,0.054,0.895,0.051
493,1263847153044258817,2020-05-22 15:00:17,165,"Bernice Silver, known as the Queen of Potpourri, for her fast-and-furious storytelling form and a beloved figure in the puppetry, folk music and environmental worlds, died on April 18. She was 106. 
https://t.co/fgt30F35dH",The New York Times,93,-0.0772,0.087,0.818,0.095
494,1263844592115486722,2020-05-22 14:50:06,122,"As global temperatures have climbed, so have mentions of climate change in popular songs. Listen to 10 songs that led the way. https://t.co/SeOLcu7jxA",The New York Times,94,0.4215,0.113,0.887,0.0
495,1263842084701843456,2020-05-22 14:40:08,170,"Should machines ever be truly allowed to make decisions on their own? For years, some researchers have said, ""No."" That argument is getting louder. https://t.co/laC7SuYOfy",The New York Times,95,0.1027,0.102,0.81,0.088
496,1263837029302968320,2020-05-22 14:20:03,215,"""I miss the applause, the tent, the colors of the lights. Everything is missing.""

One of Italy’s famous family-owned circuses has been sitting out the coronavirus pandemic in a field outside Rome. https://t.co/YR0xJC3df4",The New York Times,96,0.0,0.077,0.82,0.104
497,1263832055370199040,2020-05-22 14:00:17,503,"Hazel Ying Lee and Maggie Gee never met, but as the only 2 Chinese-American women pilots during World War II, their lives ran a strikingly similar course, and both thwarted layers of prejudice https://t.co/NuxexJckeK",The New York Times,97,-0.899,0.0,0.739,0.261
498,1263828872879132673,2020-05-22 13:47:38,0,"RT @KassieBracken: As a kid, I spent summers with my grandmother in the Rockaways — still have family there. As N.Y.C. Covid cases grew, I…",The New York Times,98,0.0,0.0,1.0,0.0
499,1263826971789873152,2020-05-22 13:40:05,1417,"Wilson Jerman, who served 11 U.S. presidents as a cleaner, butler and elevator operator, died on Saturday in Virginia from Covid-19. He was 91. https://t.co/i4p5kbjBuS",The New York Times,99,-0.4404,0.06,0.813,0.127
